id;code;uic;naam;middel_naam;korte_naam;friendly;land;type;geo_lat;geo_lng
407;rsw;8400505;Rijswijk;Rijswijk;Rijswijk;rijswijk;NL;stoptreinstation;52.039722442627;4.31916666030884
395;rb;8400521;Rilland-Bath;Rilland-Bath;Rilland-B;rilland-bath;NL;stoptreinstation;51.422779083252;4.16111087799072
402;rm;8400523;Roermond;Roermond;Roermond;roermond;NL;knooppuntintercitystation;51.1930541992188;5.9941668510437
396;rd;8400525;Roodeschool;Roodeschool;Roodesch;roodeschool;NL;stoptreinstation;53.4192128;6.7606167
405;rsd;8400526;Roosendaal;Roosendaal;Roosendaal;roosendaal;NL;knooppuntintercitystation;51.5402793884277;4.45833349227905
404;rs;8400524;Rosmalen;Rosmalen;Rosmalen;rosmalen;NL;stoptreinstation;51.7147216796875;5.36805534362793
409;rta;8400507;Rotterdam Alexander;Alexander;Alexander;rotterdam-alexander;NL;intercitystation;51.9519462585449;4.55361127853394
410;rtb;8400529;Rotterdam Blaak;Rotterdam Blaak;Blaak;rotterdam-blaak;NL;intercitystation;51.9202766418457;4.48888874053955
411;rtd;8400530;Rotterdam Centraal;Rotterdam C.;R'dam C;rotterdam-centraal;NL;megastation;51.9249992370605;4.46888875961304
401;rlb;8400542;Rotterdam Lombardijen;Lombardijen;Lombardije;rotterdam-lombardijen;NL;stoptreinstation;51.8800010681152;4.53138875961304
412;rtn;8400531;Rotterdam Noord;Rotterdam Noord;R'dam N;rotterdam-noord;NL;stoptreinstation;51.9422225952148;4.48166656494141
413;rtst;8400534;Rotterdam Stadion;R'dam Stadion;R'dam Sta;rotterdam-stadion;NL;facultatiefstation;51.8938903808594;4.51972198486328
414;rtz;8400533;Rotterdam Zuid;Rotterdam Zuid;R'dam Z;rotterdam-zuid;NL;stoptreinstation;51.9044456481934;4.51027774810791
400;rl;8400537;Ruurlo;Ruurlo;Ruurlo;ruurlo;NL;stoptreinstation;52.0810888;6.4492656
435;sptn;8400543;Santpoort Noord;Santpoort Noord;Santprt N;santpoort-noord;NL;stoptreinstation;52.4338874816895;4.63250017166138
436;sptz;8400544;Santpoort Zuid;Santpoort Zuid;Santprt Z;santpoort-zuid;NL;stoptreinstation;52.4197235107422;4.63138866424561
434;spm;8400545;Sappemeer Oost;Sappemeer Oost;Sappemr O;sappemeer-oost;NL;stoptreinstation;53.1589183;6.7955648
544;ssh;8400603;Sassenheim;Sassenheim;Sassenheim;sassenheim;NL;stoptreinstation;52.215278;4.517222
449;swd;8400547;Sauwerd;Sauwerd;Sauwerd;sauwerd;NL;stoptreinstation;53.29113;6.5404
427;sgn;8400549;Schagen;Schagen;Schagen;schagen;NL;stoptreinstation;52.7844429016113;4.80527782440186
421;sda;8400551;Scheemda;Scheemda;Scheemda;scheemda;NL;stoptreinstation;53.1655362;6.9777775
422;sdm;8400553;Schiedam Centrum;Schiedam C.;Schiedam C;schiedam-centrum;NL;intercitystation;51.9212438128032;4.4089937210083
366;nwl;8400563;Schiedam Nieuwland;Nieuwland;Nieuwland;schiedam-nieuwland;NL;stoptreinstation;51.9222221374512;4.38222217559814
433;sog;8400555;Schin op Geul;Schin op Geul;Schin op G;schin-op-geul;NL;stoptreinstation;50.856388092041;5.87222242355347
432;sn;8400554;Schinnen;Schinnen;Schinnen;schinnen;NL;stoptreinstation;50.9391670227051;5.87444448471069
428;shl;8400561;Schiphol;Schiphol;Schiphol;schiphol;NL;megastation;52.3094444274902;4.76194429397583
650;spv;8400559;Simpelveld;Simpelveld;Simpelveld;simpelveld;NL;facultatiefstation;50.8314750744184;5.97973823547363
440;std;8400564;Sittard;Sittard;Sittard;sittard;NL;knooppuntintercitystation;51.0016670227051;5.85861110687256
423;sdt;8400565;Sliedrecht;Sliedrecht;Sliedrecht;sliedrecht;NL;stoptreinstation;51.8297233581543;4.77833318710327
548;sdtb;8400497;Sliedrecht Baanhoek;Baanhoek;Baanhoek;sliedrecht-baanhoek;NL;stoptreinstation;51.829722;4.743333
429;sk;8400566;Sneek;Sneek;Sneek;sneek;NL;knooppuntstoptreinstation;53.0328688;5.6523969
430;sknd;8400574;Sneek Noord;Sneek Noord;Sneek N;sneek-noord;NL;stoptreinstation;53.0409319;5.6631808
438;st;8400567;Soest;Soest;Soest;soest;NL;knooppuntstoptreinstation;52.1733322143555;5.30999994277954
448;stz;8400571;Soest Zuid;Soest Zuid;Soest Z;soest-zuid;NL;stoptreinstation;52.1652793884277;5.30305576324463
420;sd;8400569;Soestdijk;Soestdijk;Soestdijk;soestdijk;NL;stoptreinstation;52.1836128234863;5.30000019073486
417;sbk;8400572;Spaubeek;Spaubeek;Spaubeek;spaubeek;NL;stoptreinstation;50.9430541992188;5.85166645050049
694;sph;8400670;Spekholzerheide;Spekholzerheide;Spekholzer;spekholzerheide;NL;facultatiefstation;50.85355;6.02578
447;stv;8400575;Stavoren;Stavoren;Stavoren;stavoren;NL;stoptreinstation;52.8865535;5.3600212
442;stm;8400576;Stedum;Stedum;Stedum;stedum;NL;stoptreinstation;53.3262092;6.6875551
450;swk;8400578;Steenwijk;Steenwijk;Steenwijk;steenwijk;NL;intercitystation;52.7915109924316;6.11455576324463
437;srn;8400582;Susteren;Susteren;Susteren;susteren;NL;stoptreinstation;51.0613899230957;5.86305570602417
431;sm;8400583;Swalmen;Swalmen;Swalmen;swalmen;NL;stoptreinstation;51.23582;6.03228
457;tg;8400591;Tegelen;Tegelen;Tegelen;tegelen;NL;stoptreinstation;51.33894;6.14253
454;tbg;8400592;Terborg;Terborg;Terborg;terborg;NL;stoptreinstation;51.9224549;6.3642466
458;tl;8400596;Tiel;Tiel;Tiel;tiel;NL;knooppuntstoptreinstation;51.8894462585449;5.42222213745117
459;tpsw;8400600;Tiel Passewaaij;Tiel Passewaaij;Passewaaij;tiel-passewaaij;NL;stoptreinstation;51.8738899230957;5.39222240447998
453;tb;8400597;Tilburg;Tilburg;Tilburg;tilburg;NL;knooppuntintercitystation;51.5605545043945;5.08361101150513
455;tbr;8400598;Tilburg Reeshof;Tilburg Reeshof;Reeshof;tilburg-reeshof;NL;stoptreinstation;51.5736122131348;4.99444437026978
456;tbu;8400594;Tilburg Universiteit;Tilburg Univers.;Tilburg U;tilburg-universiteit;NL;stoptreinstation;51.564998626709;5.05111122131348
460;twl;8400599;Twello;Twello;Twello;twello;NL;stoptreinstation;52.2377777099609;6.09861087799072
468;utg;8400615;Uitgeest;Uitgeest;Uitgeest;uitgeest;NL;knooppuntstoptreinstation;52.5216674804687;4.70166683197022
462;uhz;8400617;Uithuizen;Uithuizen;Uithuizen;uithuizen;NL;stoptreinstation;53.4099568;6.6748869
461;uhm;8400618;Uithuizermeeden;Uithuizermeeden;Uithuizerm;uithuizermeeden;NL;stoptreinstation;53.4145845;6.7202975
465;ust;8400619;Usquert;Usquert;Usquert;usquert;NL;stoptreinstation;53.4014742;6.6093776
467;ut;8400621;Utrecht Centraal;Utrecht C.;Utrecht C;utrecht-centraal;NL;megastation;52.0888900756836;5.11027765274048
718;utlr;8400607;Utrecht Leidsche Rijn;Leidsche Rijn;Leidsche R;utrecht-leidsche-rijn;NL;stoptreinstation;52.09896;5.06523
469;utl;8400623;Utrecht Lunetten;Utrecht Lunetten;Lunetten;utrecht-lunetten;NL;stoptreinstation;52.0655555725098;5.14416646957397
470;utm;8400624;Utrecht Maliebaan;Maliebaan;Maliebaan;utrecht-maliebaan;NL;stoptreinstation;52.087776184082;5.13138866424561
471;uto;8400620;Utrecht Overvecht;Overvecht;Overvecht;utrecht-overvecht;NL;knooppuntstoptreinstation;52.1100006103516;5.12472200393677
472;utt;8400614;Utrecht Terwijde;Utrecht Terwijde;Terwijde;utrecht-terwijde;NL;stoptreinstation;52.1005554199219;5.04166650772095
473;utzl;8400613;Utrecht Zuilen;Utrecht Zuilen;Zuilen;utrecht-zuilen;NL;stoptreinstation;52.103055;5.09
486;vk;8400632;Valkenburg;Valkenburg;Valkenburg;valkenburg;NL;knooppuntsneltreinstation;50.8697204589844;5.83222198486328
496;vsv;8400635;Varsseveld;Varsseveld;Varsseveld;varsseveld;NL;stoptreinstation;51.937257;6.458839
543;vdm;8400636;Veendam;Veendam;Veendam;veendam;NL;knooppuntstoptreinstation;53.10324;6.88475
489;vndc;8400627;Veenendaal Centrum;Veenendaal C.;Veenendl C;veenendaal-centrum;NL;knooppuntstoptreinstation;52.0200004577637;5.54861116409302
490;vndw;8400628;Veenendaal West;Veenendaal West;Veenendl W;veenendaal-west;NL;stoptreinstation;52.0280570983887;5.53138875961304
285;klp;8400637;Veenendaal-De Klomp;De Klomp;De Klomp;veenendaal-de-klomp;NL;stoptreinstation;52.0458335876465;5.57388877868652
498;vwd;8400638;Veenwouden;Veenwouden;Veenwouden;veenwouden;NL;stoptreinstation;53.2351834;5.9886615
491;vp;8400640;Velp;Velp;Velp;velp;NL;stoptreinstation;51.9947204589844;5.98027801513672
487;vl;8400644;Venlo;Venlo;Venlo;venlo;NL;knooppuntintercitystation;51.3636093139648;6.17277765274048
492;vry;8400646;Venray;Venray;Venray;venray;NL;knooppuntstoptreinstation;51.526568099007;6.01417779922485
488;vlb;8400647;Vierlingsbeek;Vierlingsbeek;Vierlingsb;vierlingsbeek;NL;stoptreinstation;51.59193;5.99714
477;vdg;8400650;Vlaardingen Centrum;Vlaardingen C.;Vlaard C;vlaardingen-centrum;NL;knooppuntstoptreinstation;51.9030570983887;4.34416675567627
479;vdo;8400649;Vlaardingen Oost;Vlaardingen Oost;Vlaard O;vlaardingen-oost;NL;stoptreinstation;51.9102783203125;4.36166667938232
480;vdw;8400642;Vlaardingen West;Vlaardingen West;Vlaard W;vlaardingen-west;NL;stoptreinstation;51.904167175293;4.31305551528931
497;vtn;8400651;Vleuten;Vleuten;Vleuten;vleuten;NL;stoptreinstation;52.1030540466309;5.01083326339722
493;vs;8400652;Vlissingen;Vlissingen;Vlissingen;vlissingen;NL;knooppuntintercitystation;51.4458351135254;3.59527778625488
494;vss;8400653;Vlissingen Souburg;Souburg;Souburg;vlissingen-souburg;NL;stoptreinstation;51.4647216796875;3.59527778625488
478;vdl;8400656;Voerendaal;Voerendaal;Voerendaal;voerendaal;NL;stoptreinstation;50.8872222900391;5.93027782440186
475;vb;8400658;Voorburg;Voorburg;Voorburg;voorburg;NL;stoptreinstation;52.0666656494141;4.3594446182251
483;vh;8400655;Voorhout;Voorhout;Voorhout;voorhout;NL;stoptreinstation;52.2244453430176;4.4844446182251
495;vst;8400659;Voorschoten;Voorschoten;Voorschtn;voorschoten;NL;stoptreinstation;52.1252784729004;4.43249988555908
481;vem;8400668;Voorst-Empe;Voorst-Empe;Voorst-E;voorst-empe;NL;stoptreinstation;52.1575012207031;6.14361095428467
476;vd;8400661;Vorden;Vorden;Vorden;vorden;NL;stoptreinstation;52.1071949;6.3170457
499;vz;8400664;Vriezenveen;Vriezenveen;Vriezenvn;vriezenveen;NL;stoptreinstation;52.40203;6.60041
484;vhp;8400666;Vroomshoop;Vroomshoop;Vroomshoop;vroomshoop;NL;stoptreinstation;52.4571921;6.5696679
482;vg;8400667;Vught;Vught;Vught;vught;NL;stoptreinstation;51.6555557250977;5.29194450378418
500;wad;8400675;Waddinxveen;Waddinxveen;Waddinxv;waddinxveen;NL;stoptreinstation;52.0441665649414;4.6497220993042
501;wadn;8400674;Waddinxveen Noord;Waddinxveen N.;Waddinxv N;waddinxveen-noord;NL;stoptreinstation;52.0550003051758;4.64833354949951
506;wfm;8400679;Warffum;Warffum;Warffum;warffum;NL;stoptreinstation;53.3908431;6.5671364
517;wt;8400684;Weert;Weert;Weert;weert;NL;intercitystation;51.2486114501953;5.70361089706421
513;wp;8400685;Weesp;Weesp;Weesp;weesp;NL;knooppuntstoptreinstation;52.3127784729004;5.04305553436279
510;wl;8400686;Wehl;Wehl;Wehl;wehl;NL;stoptreinstation;51.9578065;6.213844
545;wtv;8400688;Westervoort;Westervoort;Westervrt;westervoort;NL;stoptreinstation;51.96286;5.9695
524;wz;8400690;Wezep;Wezep;Wezep;wezep;NL;stoptreinstation;52.4541664123535;6.00250005722046
504;wdn;8400691;Wierden;Wierden;Wierden;wierden;NL;knooppuntstoptreinstation;52.3613891601562;6.59166669845581
502;wc;8400710;Wijchen;Wijchen;Wijchen;wijchen;NL;stoptreinstation;51.8116683959961;5.73083353042603
507;wh;8400711;Wijhe;Wijhe;Wijhe;wijhe;NL;stoptreinstation;52.3902778625488;6.1405553817749
515;ws;8400696;Winschoten;Winschoten;Winschoten;winschoten;NL;knooppuntstoptreinstation;53.1392377;7.035101
516;wsm;8400697;Winsum;Winsum;Winsum;winsum;NL;stoptreinstation;53.3300994;6.5202905
522;ww;8400698;Winterswijk;Winterswijk;Winterswk;winterswijk;NL;knooppuntstoptreinstation;51.9677307;6.7155181
523;www;8400700;Winterswijk West;Winterswijk West;Wintersw W;winterswijk-west;NL;stoptreinstation;51.97453;6.70417
503;wd;8400702;Woerden;Woerden;Woerden;woerden;NL;knooppuntstoptreinstation;52.0849990844727;4.89361095428467
505;wf;8400704;Wolfheze;Wolfheze;Wolfheze;wolfheze;NL;stoptreinstation;52.0055541992188;5.7936110496521
521;wv;8400705;Wolvega;Wolvega;Wolvega;wolvega;NL;stoptreinstation;52.8808326721191;6.00361108779907
509;wk;8400706;Workum;Workum;Workum;workum;NL;stoptreinstation;52.9724864;5.4564285
511;wm;8400707;Wormerveer;Wormerveer;Wormerveer;wormerveer;NL;stoptreinstation;52.4891662597656;4.79222202301025
529;zd;8400731;Zaandam;Zaandam;Zaandam;zaandam;NL;knooppuntintercitystation;52.4388885498047;4.81361103057861
530;zdk;8400728;Zaandam Kogerveld;Kogerveld;Kogerveld;zaandam-kogerveld;NL;stoptreinstation;52.4566650390625;4.82027769088745
528;zbm;8400732;Zaltbommel;Zaltbommel;Zaltbommel;zaltbommel;NL;stoptreinstation;51.8088874816895;5.26333332061768
540;zvt;8400733;Zandvoort aan Zee;Zandvoort a Zee;Zandvoort;zandvoort-aan-zee;NL;stoptreinstation;52.3752784729004;4.53277778625488
526;za;8400734;Zetten-Andelst;Zetten-Andelst;Zetten-A;zetten-andelst;NL;stoptreinstation;51.920056;5.7228408
538;zv;8400735;Zevenaar;Zevenaar;Zevenaar;zevenaar;NL;knooppuntstoptreinstation;51.9230537414551;6.07194423675537
539;zvb;8400737;Zevenbergen;Zevenbergen;Zevenbergn;zevenbergen;NL;stoptreinstation;51.64042;4.60904
535;ztm;8400741;Zoetermeer;Zoetermeer;Zoetermeer;zoetermeer;NL;knooppuntstoptreinstation;52.0475006103516;4.47722244262695
536;ztmo;8400740;Zoetermeer Oost;Zoetermeer Oost;Z'meer O;zoetermeer-oost;NL;stoptreinstation;52.0463905334473;4.49277782440186
527;zb;8400742;Zuidbroek;Zuidbroek;Zuidbroek;zuidbroek;NL;knooppuntstoptreinstation;53.1596122800056;6.8679141998291
531;zh;8400743;Zuidhorn;Zuidhorn;Zuidhorn;zuidhorn;NL;stoptreinstation;53.2486292;6.4062361
534;zp;8400744;Zutphen;Zutphen;Zutphen;zutphen;NL;knooppuntintercitystation;52.1452789306641;6.19416666030884
542;zww;8400745;Zwaagwesteinde;Zwaagwesteinde;Zwaagwest;zwaagwesteinde;NL;stoptreinstation;53.24817;6.03463
541;zwd;8400752;Zwijndrecht;Zwijndrecht;Zwijndrcht;zwijndrecht;NL;stoptreinstation;51.814998626709;4.64166688919067
532;zl;8400747;Zwolle;Zwolle;Zwolle;zwolle;NL;knooppuntintercitystation;52.5047225952148;6.09194421768188
